fid;DN;a_quilômetros quadrados;p_quilômetros
8996;21;0;0.12
8997;21;0;0.12
8998;21;4.11;82.13
8999;21;0.36;7.08
9000;12;0.01;0.46
9001;21;0.07;2.71
9002;15;0.01;0.46
9003;21;0.01;0.35
9004;15;0.15;3.65
9005;21;0.03;1.21
9006;21;0;0.23
9007;21;0.01;0.46
9008;3;0.04;1.79
9009;21;0;0.17
9010;21;0;0.17
9011;33;0;0.17
9012;21;0.03;1.27
9013;21;0.01;0.47
9014;21;0.22;5.24
9015;15;0.01;0.46
9016;15;0;0.35
9017;21;0.03;1.21
9018;21;0.01;0.64
9019;3;0.01;0.4
9020;21;0.15;4.26
9021;12;0.04;1.1
9022;15;0;0.34
9023;21;0.01;0.4
9024;21;0.01;0.64
9025;3;0.01;0.46
9026;21;0;0.23
9027;3;0;0.12
9028;21;0;0.17
9029;3;0;0.12
9030;21;0.07;1.84
9031;21;0.04;1.15
9032;21;0;0.35
9033;21;0.74;17.44
9034;29;0.02;1.15
9035;3;0;0.17
9036;3;0;0.28
9037;21;0.01;0.4
9038;3;0;0.12
9039;21;0;0.12
9040;12;0.15;2.69
9041;12;0;0.17
9042;21;0;0.17
9043;3;0.48;6.33
9044;21;0.1;2.64
9045;21;0.01;0.52
9046;21;0;0.34
9047;21;0;0.17
9048;29;0;0.34
9049;21;0.01;0.34
9050;12;0.04;0.98
9051;24;0.06;1.72
9052;21;0;0.12
9053;21;0;0.12
9054;3;0;0.17
9055;12;0;0.17
9056;21;0;0.29
9057;21;0;0.12
9058;21;0;0.17
9059;3;0;0.17
9060;21;0.06;2.7
9061;15;0.03;0.86
9062;21;0;0.29
9063;21;0.06;2.37
9064;29;0.01;0.52
9065;21;0;0.29
9066;21;0.02;0.81
9067;3;0;0.17
9068;29;0;0.34
9069;21;0;0.23
9070;21;0;0.12
9071;21;0;0.12
9072;21;0;0.28
9073;21;0;0.23
9074;21;0;0.12
9075;21;0;0.12
9076;21;0;0.12
9077;21;0;0.12
9078;12;0;0.28
9079;12;0;0.12
9080;12;0;0.34
9081;21;0.02;0.93
9082;21;0.01;0.58
9083;21;0.02;0.8
9084;3;0.02;0.74
9085;21;0.01;0.52
9086;3;0;0.17
9087;3;0;0.29
9088;12;0;0.29
9089;21;0;0.12
9090;21;0;0.17
9091;21;0;0.12
9092;21;0;0.12
9093;21;0;0.12
9094;21;0;0.12
9095;21;0.12;4.27
9096;21;0;0.12
9097;21;0;0.12
9098;21;0;0.28
9099;12;0;0.17
9100;21;0.02;0.75
9101;15;0.04;1.09
9102;21;0.03;1.15
9103;21;0.01;0.46
9104;12;0.01;0.4
9105;21;0;0.12
9106;21;0;0.12
9107;21;0;0.12
9108;3;0;0.12
9109;3;0;0.12
9110;21;0;0.12
9111;21;0;0.12
9112;24;0.04;1.27
9113;21;0;0.12
9114;21;0;0.17
9115;21;0.01;0.46
9116;15;0.01;0.4
9117;21;0.01;0.4
9118;3;0.01;0.4
9119;21;0;0.17
9120;21;0.07;2.25
9121;21;0;0.12
9122;3;0;0.12
9123;21;0;0.23
9124;3;0;0.12
9125;21;0;0.12
9126;3;0;0.12
9127;21;0.07;1.72
9128;15;0.1;1.61
9129;15;0.01;0.4
9130;24;0.06;1.73
9131;21;0;0.17
9132;21;0.14;5.07
9133;3;0;0.17
9134;21;0;0.12
9135;3;0;0.23
9136;3;0;0.12
9137;3;0;0.12
9138;21;0;0.12
9139;21;0;0.12
9140;21;0.03;1.26
9141;15;0.09;1.61
9142;3;0.04;1.55
9143;21;0.02;0.63
9144;21;0.01;0.52
9145;15;0.01;0.46
9146;21;0.02;1.09
9147;15;0.03;1.32
9148;21;0.02;0.81
9149;21;0;0.34
9150;3;0;0.17
9151;3;0;0.12
9152;24;0.04;1.74
9153;29;0.01;0.52
9154;21;0.01;0.46
9155;3;0;0.12
9156;11;0;0.17
9157;3;0;0.12
9158;21;0;0.12
9159;3;0;0.17
9160;15;0.03;1.1
9161;21;0.05;1.84
9162;21;0.06;1.5
9163;21;0.02;0.92
9164;21;0.01;0.46
9165;9;0.01;0.4
9166;3;0.01;0.58
9167;21;0.01;0.4
9168;3;0;0.23
9169;21;0.01;0.4
9170;15;0;0.23
9171;21;0;0.23
9172;21;0;0.23
9173;33;0;0.17
9174;3;0;0.12
9175;21;0;0.12
9176;3;0.17;2.42
9177;15;0.18;3.13
9178;3;0.02;0.75
9179;21;0.03;1.55
9180;21;0.03;0.92
9181;21;0.01;0.46
9182;21;0.01;0.52
9183;29;0.03;1.15
9184;15;0;0.35
9185;21;0.54;13.02
9186;11;0;0.23
9187;21;0.01;0.46
9188;11;0;0.17
9189;33;0;0.12
9190;3;0;0.23
9191;21;0;0.12
9192;15;0;0.12
9193;3;0;0.12
9194;21;0.06;1.79
9195;12;0.02;0.69
9196;21;0.12;3.05
9197;21;0.01;0.58
9198;15;0.03;0.92
9199;9;0.01;0.69
9200;21;0;0.29
9201;3;0;0.23
9202;21;0;0.29
9203;21;0.03;0.75
9204;15;0.01;0.52
9205;21;0.01;0.57
9206;21;0;0.17
9207;15;0;0.12
9208;21;0;0.12
9209;3;0;0.12
9210;21;0;0.12
9211;21;0.23;5.57
9212;21;0.01;0.35
9213;21;0.01;0.35
9214;29;0;0.29
9215;21;0;0.17
9216;21;0;0.12
9217;3;0.02;0.99
9218;21;0.01;0.46
9219;21;0.18;5.76
9220;21;0.06;1.91
9221;21;0.03;1.09
9222;33;0;0.35
9223;21;0;0.17
9224;21;0;0.29
9225;3;0.01;0.4
9226;12;0.05;1.49
9227;3;0.01;0.4
9228;12;0.01;0.34
9229;11;0;0.12
9230;21;0;0.12
9231;21;0;0.17
9232;3;0;0.17
9233;21;0;0.12
9234;21;0;0.12
9235;21;0.01;0.46
9236;21;0.06;1.68
9237;21;0.22;4.65
9238;21;0.05;2.08
9239;3;0;0.17
9240;21;0.01;0.51
9241;3;0;0.23
9242;21;0.01;0.4
9243;21;0;0.23
9244;21;0;0.12
9245;3;0;0.23
9246;3;0;0.12
9247;21;0;0.12
9248;12;0;0.12
9249;21;0.05;1.27
9250;21;0.01;0.4
9251;3;0;0.17
9252;21;0;0.23
9253;3;0;0.29
9254;15;0;0.29
9255;21;0;0.17
9256;21;0;0.12
9257;21;0;0.17
9258;21;0;0.12
9259;12;0.01;0.34
9260;3;0.15;3.96
9261;21;0.04;1.56
9262;21;0.02;0.75
9263;15;0.01;0.52
9264;21;0.01;0.46
9265;21;0.16;2.93
9266;21;0;0.29
9267;21;0;0.29
9268;21;0.01;0.52
9269;21;0;0.17
9270;21;0;0.17
9271;3;0;0.12
9272;21;0;0.12
9273;21;0.01;0.4
9274;15;0.02;0.57
9275;15;0.01;0.4
9276;21;0.01;0.4
9277;21;0.01;0.58
9278;15;0;0.35
9279;21;0.04;1.2
9280;21;0.05;1.66
9281;21;0.01;0.52
9282;21;0;0.12
9283;21;0;0.12
9284;21;0;0.17
9285;3;0;0.34
9286;21;0;0.12
9287;21;0;0.17
9288;21;0;0.12
9289;3;0;0.12
9290;3;0.1;3.24
9291;21;0.05;2.08
9292;15;0.03;0.86
9293;21;0.01;0.99
9294;21;0.04;1.55
9295;3;0.01;0.81
9296;21;0.02;0.75
9297;21;0;0.29
9298;21;0;0.23
9299;3;0;0.17
9300;21;0.02;1.04
9301;15;0;0.17
9302;3;0;0.17
9303;21;0;0.35
9304;21;0;0.12
9305;21;0;0.12
9306;21;0;0.23
9307;21;0;0.17
9308;3;0;0.17
9309;21;0;0.12
9310;21;0;0.17
9311;21;0;0.12
9312;21;0.07;2.88
9313;3;0.05;1.55
9314;15;0.03;1.1
9315;12;0.15;4.82
9316;21;0.01;0.4
9317;12;0.01;0.4
9318;3;0;0.23
9319;21;0.02;0.92
9320;21;0;0.23
9321;3;0;0.17
9322;3;0.01;0.4
9323;3;0;0.12
9324;21;0;0.12
9325;21;0;0.12
9326;21;0.05;1.26
9327;21;0;0.23
9328;21;0.01;0.69
9329;12;0.01;0.69
9330;15;0;0.29
9331;21;0;0.17
9332;21;0;0.17
9333;21;0;0.12
9334;21;0.05;2.53
9335;21;0.03;1.57
9336;15;0.01;0.4
9337;3;0;0.29
9338;15;0.03;0.86
9339;3;0.01;0.52
9340;21;0.01;0.8
9341;21;0.01;0.52
9342;3;0;0.17
9343;21;0;0.23
9344;21;0;0.12
9345;3;0;0.12
9346;21;0;0.23
9347;21;0;0.23
9348;21;0;0.12
9349;21;0;0.12
9350;21;0.02;0.99
9351;21;0.05;1.43
9352;21;0.18;7.14
9353;21;0.01;0.52
9354;21;0.01;0.52
9355;21;0;0.17
9356;12;0.04;1.14
9357;21;0;0.17
9358;21;0;0.17
9359;21;0;0.12
9360;21;0;0.17
9361;21;0;0.12
9362;3;0;0.12
9363;21;0.02;1.03
9364;21;0.01;0.69
9365;21;0.08;2.82
9366;21;0.04;0.97
9367;21;0.01;0.4
9368;21;0;0.17
9369;3;0.01;0.57
9370;3;0;0.17
9371;21;0;0.12
9372;24;0.03;1.26
9373;21;0;0.12
9374;21;0;0.12
9375;21;0.06;1.78
9376;21;0.03;1.16
9377;21;0.02;0.86
9378;15;0;0.35
9379;21;0.01;0.35
9380;21;0;0.17
9381;21;0;0.12
9382;21;0;0.12
9383;3;0;0.12
9384;21;0;0.12
9385;3;0;0.12
9386;21;0.01;0.64
9387;21;0.03;1.21
9388;21;0.02;0.98
9389;12;0.66;11.3
9390;15;0.04;1.22
9391;3;55.52;491.1
9392;21;0.01;0.52
9393;12;0.21;3.57
9394;3;1.19;17.59
9395;21;0.5;9.07
9396;3;0;0.23
9397;21;0;0.12
9398;21;0;0.12
9399;21;0;0.12
9400;3;0.05;1.43
9401;3;0.32;5.15
9402;21;0.01;0.86
9403;3;0.02;0.69
9404;15;0.01;0.4
9405;21;0;0.23
9406;21;0;0.17
9407;3;0;0.23
9408;21;0;0.12
9409;21;0;0.23
9410;21;0;0.12
9411;3;0;0.12
9412;21;0;0.12
9413;3;0;0.12
9414;21;0;0.12
9415;21;0.06;1.26
9416;15;0.01;0.4
9417;21;0.03;1.26
9418;3;0;0.23
9419;21;0;0.29
9420;21;0;0.29
9421;21;0;0.17
9422;3;0;0.12
9423;21;0;0.34
9424;3;0;0.12
9425;12;0.11;2.64
9426;21;0.02;0.64
9427;15;0.05;1.33
9428;21;0.01;0.63
9429;21;0.01;0.52
9430;15;0.01;0.46
9431;21;0;0.23
9432;21;0;0.17
9433;3;0;0.17
9434;21;0;0.17
9435;21;0.01;0.4
9436;21;0;0.17
9437;21;0;0.12
9438;3;0;0.12
9439;21;0;0.12
9440;21;0.01;0.69
9441;15;0.05;1.09
9442;21;0.06;2.18
9443;21;0.01;0.57
9444;21;0;0.12
9445;21;0;0.12
9446;3;0;0.12
9447;21;0;0.17
9448;3;0;0.12
9449;21;0;0.28
9450;21;0.02;1.03
9451;21;0.01;0.68
9452;3;0;0.17
9453;21;0;0.17
9454;21;0.01;0.46
9455;3;0;0.23
9456;21;0;0.17
9457;3;0;0.12
9458;3;0;0.12
9459;21;0;0.12
9460;21;0;0.28
9461;3;0;0.12
9462;21;0.01;0.58
9463;21;0.02;0.75
9464;21;0.02;0.69
9465;21;0.01;0.57
9466;21;0;0.12
9467;21;0;0.12
9468;15;0.27;4.48
9469;3;0.02;0.87
9470;21;0.01;0.41
9471;21;0.01;0.58
9472;21;0.02;0.98
9473;3;0.01;0.69
9474;21;0.24;7.66
9475;21;0;0.23
9476;21;0.01;0.4
9477;21;0.05;1.56
9478;21;0;0.17
9479;15;0.01;0.35
9480;15;0;0.23
9481;3;0;0.12
9482;9;0;0.12
9483;3;0;0.12
9484;21;0.01;0.64
9485;15;0.18;3.69
9486;15;0.05;1.04
9487;21;0.01;0.46
9488;21;0.08;2.64
9489;21;0;0.35
9490;15;0.01;0.52
9491;21;0;0.29
9492;21;0;0.17
9493;3;0;0.23
9494;21;0;0.29
9495;21;0;0.17
9496;21;0;0.17
9497;21;0;0.28
9498;15;0;0.12
9499;21;0;0.12
9500;12;0;0.12
9501;21;0.06;2.8
9502;21;0.06;2.36
9503;3;0.01;0.69
9504;12;0.03;0.92
9505;21;0;0.35
9506;21;0;0.4
9507;3;0.01;0.58
9508;21;0;0.12
9509;21;0.04;1.85
9510;21;0;0.29
9511;15;0;0.12
9512;21;0.03;1.79
9513;21;0.01;0.53
9514;21;0.01;0.69
9515;15;0.01;0.7
9516;21;0;0.29
9517;21;0;0.35
9518;21;0;0.17
9519;21;0;0.17
9520;21;0;0.17
9521;21;0;0.29
9522;3;0;0.23
9523;21;0;0.12
9524;15;0;0.12
9525;3;0.04;1.73
9526;3;0.03;1.15
9527;21;0;0.17
9528;21;0;0.29
9529;3;0;0.17
9530;21;0;0.12
9531;3;0;0.12
9532;21;0;0.12
9533;21;0;0.12
9534;21;0;0.12
9535;3;0;0.12
9536;21;0;0.12
9537;21;0;0.12
9538;21;0;0.17
9539;15;0.01;0.52
9540;21;0.01;0.58
9541;21;0.01;0.35
9542;3;0;0.4
9543;21;0.01;0.52
9544;3;0;0.23
9545;21;0;0.23
9546;21;0.01;0.52
9547;21;0.01;0.58
9548;3;0;0.23
9549;21;0;0.17
9550;21;0;0.12
9551;3;0;0.12
9552;15;0;0.34
9553;21;0;0.17
9554;21;0;0.12
9555;3;0.02;0.92
9556;21;0;0.12
9557;3;1.35;17.29
9558;21;0.36;12.22
9559;21;0.45;11.06
9560;21;0.02;0.58
9561;21;0.01;0.75
9562;15;0.01;0.52
9563;3;0;0.35
9564;15;0.01;0.35
9565;21;0.01;0.4
9566;21;0;0.17
9567;21;0.01;0.46
9568;3;0;0.23
9569;21;0;0.12
9570;21;0;0.23
9571;21;0;0.12
9572;21;0;0.34
9573;15;0;0.12
9574;3;0;0.12
9575;21;0;0.12
9576;21;0;0.12
9577;21;0;0.17
9578;3;0;0.12
9579;21;0;0.12
9580;21;0.01;0.64
9581;12;0.03;1.15
9582;3;0.17;3.91
9583;21;0.01;0.57
9584;21;0.11;2.77
9585;15;0.02;0.75
9586;12;0.01;0.4
9587;21;0.06;2.47
9588;21;0.01;0.63
9589;3;0;0.17
9590;21;0;0.12
9591;21;0;0.28
9592;3;0;0.12
9593;21;0;0.12
9594;21;0;0.23
9595;21;0;0.12
9596;15;0;0.12
9597;12;0.1;2.42
9598;15;0.03;0.81
9599;21;0.01;0.75
9600;3;0.01;0.4
9601;15;0;0.12
9602;21;0;0.12
9603;3;0;0.28
9604;21;0;0.12
9605;21;0;0.17
9606;3;0;0.17
9607;3;0;0.23
9608;21;0;0.12
9609;21;0;0.12
9610;21;0;0.12
9611;21;0;0.12
9612;3;0;0.12
9613;21;0.01;0.52
9614;15;0.03;0.93
9615;21;0.14;2.93
9616;21;0.03;0.98
9617;21;0.06;2.13
9618;21;0.01;0.58
9619;3;0;0.29
9620;3;0.01;0.4
9621;21;0;0.17
9622;25;0.01;0.35
9623;21;0;0.23
9624;15;0.01;0.52
9625;21;0.01;0.45
9626;21;0;0.12
9627;21;0;0.17
9628;3;0.01;0.45
9629;15;0.89;10.06
9630;3;0.12;4.21
9631;21;0.38;7.93
9632;3;0.02;0.92
9633;15;0.01;0.4
9634;21;0;0.35
9635;21;0.01;0.4
9636;21;0;0.12
9637;21;0;0.17
9638;21;0;0.17
9639;21;0;0.12
9640;21;0;0.12
9641;21;0.03;0.92
9642;21;0;0.17
9643;21;0;0.12
9644;21;0;0.23
9645;3;0;0.12
9646;21;0;0.12
9647;15;0.08;2.47
9648;21;0.15;4.32
9649;9;0.12;2.76
9650;21;0.03;1.32
9651;12;0.01;0.52
9652;3;0.01;0.57
9653;21;0.01;0.35
9654;21;0.03;1.04
9655;21;0;0.17
9656;21;0;0.12
9657;21;0;0.23
9658;21;0;0.12
9659;21;0.06;2.82
9660;21;0;0.12
9661;21;0;0.12
9662;21;0.07;1.79
9663;21;0;0.35
9664;21;0.03;1.04
9665;21;0.01;0.52
9666;12;0.01;0.4
9667;21;0.01;0.4
9668;21;0.01;0.34
9669;21;0;0.4
9670;21;0.01;0.8
9671;21;0;0.12
9672;3;0;0.12
9673;21;0;0.17
9674;21;0;0.12
9675;3;0.02;0.92
9676;21;0;0.12
9677;21;0;0.12
9678;21;0.01;0.46
9679;21;0;0.17
9680;21;0.13;3.56
9681;21;0.59;13.08
9682;25;0.02;0.8
9683;21;0.01;0.4
9684;21;0;0.23
9685;21;0;0.29
9686;3;0;0.12
9687;21;0;0.17
9688;21;0;0.12
9689;21;0;0.17
9690;21;0;0.17
9691;21;0.04;1.49
9692;15;0.11;1.9
9693;21;0.01;0.58
9694;15;0.01;0.4
9695;3;0.02;1.2
9696;21;0.01;0.52
9697;3;0.01;0.46
9698;21;0;0.29
9699;15;0.04;1.04
9700;3;0;0.23
9701;15;0;0.4
9702;21;0;0.17
9703;3;0;0.23
9704;21;0;0.17
9705;15;0;0.17
9706;21;0;0.12
9707;21;0.02;1.04
9708;9;0;0.12
9709;21;0;0.12
9710;21;0;0.12
9711;21;0;0.12
9712;21;0;0.12
9713;21;0;0.12
9714;21;0;0.12
9715;3;0.08;2.48
9716;15;0.05;1.1
9717;21;0.05;1.9
9718;9;0.01;0.4
9719;29;0.01;0.68
9720;3;0;0.17
9721;21;0;0.17
9722;3;0;0.23
9723;21;0;0.12
9724;21;0;0.28
9725;21;0;0.17
9726;21;0;0.12
9727;3;0;0.12
9728;21;0;0.12
9729;21;0;0.12
9730;12;0;0.12
9731;15;0.01;0.58
9732;21;0;0.12
9733;21;0.08;3.04
9734;21;0.02;0.75
9735;15;0.01;0.52
9736;21;0;0.29
9737;3;0.06;2.3
9738;12;0.01;0.52
9739;21;0;0.17
9740;21;0.01;0.35
9741;21;0.01;0.57
9742;15;0;0.17
9743;15;0.02;1.04
9744;21;0;0.12
9745;21;0;0.17
9746;3;0;0.34
9747;21;0;0.12
9748;21;0;0.12
9749;3;0;0.12
9750;21;0;0.12
9751;15;0;0.12
9752;21;0.03;1.04
9753;3;0.06;2.08
9754;15;0.04;1.15
9755;12;0.04;0.92
9756;15;0.01;0.63
9757;21;0;0.41
9758;15;0;0.35
9759;3;0;0.17
9760;21;0;0.17
9761;21;0.01;0.34
9762;21;0;0.4
9763;21;0;0.17
9764;21;0;0.34
9765;21;0.01;0.46
9766;21;0;0.17
9767;21;0;0.12
9768;24;0;0.17
9769;21;0;0.12
9770;21;0;0.12
9771;21;0;0.12
9772;3;0;0.17
9773;21;0;0.12
9774;21;0;0.12
9775;21;0;0.12
9776;3;0;0.12
9777;21;0;0.12
9778;21;0;0.29
9779;15;0;0.29
9780;3;0;0.35
9781;21;0.01;0.63
9782;3;0.01;0.35
9783;29;0;0.4
9784;21;0;0.17
9785;21;0;0.17
9786;21;0;0.23
9787;21;0;0.12
9788;21;0;0.12
9789;21;0;0.12
9790;21;0;0.23
9791;3;0;0.12
9792;21;0;0.12
9793;15;0.26;4.84
9794;21;0.1;2.88
9795;21;0.11;2.94
9796;9;0.23;5.03
9797;3;0.01;0.52
9798;3;0;0.4
9799;12;0.07;1.79
9800;21;0.04;1.67
9801;15;0.01;0.58
9802;21;0.01;0.46
9803;21;0.02;0.75
9804;15;0;0.17
9805;21;0;0.34
9806;21;0;0.23
9807;3;0;0.17
9808;3;0;0.17
9809;21;0;0.12
9810;21;0;0.12
9811;21;0;0.12
9812;21;0;0.12
9813;21;0;0.12
9814;21;0;0.17
9815;3;0;0.23
9816;15;0.08;1.55
9817;15;0.03;0.81
9818;21;0.01;0.47
9819;15;0.14;2.29
9820;21;0.01;0.4
9821;21;0.03;1.33
9822;21;0.02;0.98
9823;12;0.07;2.07
9824;21;0;0.17
9825;21;0.07;1.38
9826;3;0.01;0.34
9827;21;0;0.23
9828;21;0;0.17
9829;21;0.01;0.4
9830;3;0;0.12
9831;12;0;0.12
9832;3;0;0.12
9833;21;0;0.12
9834;21;0;0.12
9835;12;0.01;0.63
9836;21;0;0.12
9837;21;0;0.35
9838;21;0.31;8.42
9839;21;0.02;0.69
9840;21;0.01;0.46
9841;21;0;0.29
9842;21;0.01;0.4
9843;21;0.01;0.58
9844;21;0.01;0.63
9845;15;0.01;0.46
9846;21;0;0.12
9847;12;0;0.12
9848;21;0;0.35
9849;21;0;0.17
9850;21;0;0.12
9851;3;0;0.12
9852;21;0;0.17
9853;15;0.05;1.5
9854;3;0.01;0.75
9855;21;0;0.41
9856;3;0.01;0.52
9857;15;0;0.29
9858;15;0.01;0.46
9859;12;0.01;0.75
9860;21;0.01;0.4
9861;12;0;0.17
9862;9;0;0.34
9863;3;0;0.23
9864;21;0.03;0.81
9865;21;0.01;0.63
9866;3;0;0.23
9867;9;0;0.17
9868;21;0;0.12
9869;21;0;0.12
9870;21;0;0.17
9871;21;0;0.12
9872;3;0;0.12
9873;3;0.04;1.16
9874;15;0.08;1.5
9875;3;0.04;1.15
9876;15;0.02;0.81
9877;9;0.02;0.87
9878;21;0.01;0.4
9879;33;0;0.29
9880;12;0.01;0.4
9881;3;0;0.29
9882;3;0;0.17
9883;21;0.03;1.44
9884;21;0;0.12
9885;21;0;0.12
9886;21;0;0.17
9887;3;0;0.12
9888;21;0;0.23
9889;3;0;0.12
9890;3;0;0.12
9891;21;0;0.12
9892;21;0;0.12
9893;21;0.09;3.79
9894;3;0.01;0.35
9895;15;0.75;6.32
9896;9;0;0.29
9897;21;0;0.29
9898;21;0.01;0.4
9899;21;0;0.23
9900;21;0.01;0.46
9901;21;0.01;0.52
9902;21;0;0.17
9903;25;0.01;0.57
9904;21;0;0.23
9905;3;0;0.17
9906;21;0;0.12
9907;21;0;0.12
9908;21;0;0.12
9909;3;0;0.12
9910;21;0;0.12
9911;21;0;0.12
9912;21;0;0.12
9913;21;0;0.17
9914;21;0;0.12
9915;21;0;0.12
9916;3;0;0.12
9917;3;0;0.12
9918;21;0;0.23
9919;3;0.52;6.88
9920;21;0.06;2.07
9921;21;0.01;0.75
9922;21;0.01;0.46
9923;21;0.01;0.69
9924;12;0.01;0.64
9925;21;0.31;8.39
9926;12;0.02;0.57
9927;21;0.02;1.32
9928;21;0.01;0.4
9929;21;0.01;0.34
9930;3;0;0.17
9931;21;0;0.17
9932;21;0.01;0.4
9933;21;0;0.12
9934;21;0;0.12
9935;21;0;0.12
9936;3;0;0.12
9937;3;0;0.12
9938;21;0.16;3.68
9939;21;0.01;0.58
9940;21;0.01;0.81
9941;12;0.01;0.46
9942;21;0.01;0.46
9943;15;0.01;0.52
9944;21;0.02;0.87
9945;21;0;0.29
9946;15;0.01;0.52
9947;21;0;0.17
9948;21;0;0.12
9949;21;0.01;0.52
9950;21;0;0.12
9951;21;0;0.12
9952;21;0;0.12
9953;21;0;0.12
9954;21;0.02;0.75
9955;3;0.01;0.46
9956;15;0.15;2.65
9957;12;0.02;0.69
9958;21;0;0.23
9959;21;0.03;1.44
9960;21;0.12;4.2
9961;15;0;0.23
9962;21;0;0.12
9963;21;0;0.12
9964;21;0;0.12
9965;15;0.02;0.76
9966;15;0.97;12.11
9967;15;0.03;0.87
9968;21;0.01;0.35
9969;21;0.01;0.46
9970;12;0.39;7.28
9971;21;0.01;0.52
9972;3;0;0.4
9973;3;0;0.17
9974;15;0;0.12
9975;21;0;0.17
9976;21;0;0.12
9977;21;0;0.12
9978;21;0;0.17
9979;21;0;0.23
9980;21;0.15;4.3
9981;21;0;0.35
9982;21;0;0.35
9983;21;0.01;0.81
9984;15;0.07;1.79
9985;21;0.01;0.46
9986;24;0.15;4.45
9987;21;0;0.35
9988;21;0.05;1.62
9989;21;0.01;0.69
9990;21;0.04;1.38
9991;3;0.06;2.02
9992;21;0.01;0.4
9993;21;0;0.12
9994;21;0;0.12
9995;21;0;0.12
9996;21;0;0.23
9997;3;0;0.12
9998;21;0;0.17
9999;21;0;0.12
10000;21;0;0.12
10001;21;0.02;0.92
10002;21;0.01;0.58
10003;3;0.01;0.52
10004;21;0.02;0.81
10005;12;0.07;2.19
10006;21;0.06;1.61
10007;15;0.01;0.75
10008;21;0.01;0.63
10009;21;0.02;0.58
10010;3;0;0.17
10011;3;0.03;1.39
10012;12;0.01;0.57
10013;21;0;0.17
10014;12;0.01;0.58
10015;21;0;0.12
10016;21;0;0.17
10017;21;0;0.12
10018;21;0;0.23
10019;21;0;0.12
10020;21;0.02;1.09
10021;21;0.03;1.04
10022;21;0.01;0.69
10023;21;0.01;0.46
10024;33;0.01;0.57
10025;21;0.12;4.1
10026;12;0.02;0.8
10027;21;0;0.29
10028;15;0.01;0.52
10029;21;0.01;0.57
10030;21;0;0.23
10031;21;0;0.12
10032;21;0;0.17
10033;15;0.05;1.15
10034;21;0.12;3.74
10035;21;0;0.29
10036;15;0.01;0.46
10037;21;0.01;0.52
10038;15;0;0.29
10039;3;0.01;0.57
10040;21;0;0.12
10041;21;0;0.17
10042;25;0;0.12
10043;21;0;0.12
10044;3;0;0.12
10045;21;0.27;5.71
10046;21;0.01;0.46
10047;21;0;0.17
10048;3;0;0.17
10049;21;0;0.17
10050;12;0.04;1.27
10051;21;0;0.12
10052;21;0;0.17
10053;21;0;0.12
10054;15;1.3;14.8
10055;21;0;0.41
10056;3;0.01;0.35
10057;21;0.01;0.58
10058;15;0.01;0.35
10059;21;0.01;0.52
10060;21;0.03;1.04
10061;12;0;0.29
10062;25;0.01;0.4
10063;21;0.01;0.52
10064;3;0;0.12
10065;21;0;0.17
10066;21;0;0.12
10067;21;0;0.12
10068;21;0;0.23
10069;3;0;0.12
10070;12;0;0.12
10071;3;0.01;0.41
10072;21;0;0.41
10073;21;0.02;1.27
10074;12;0;0.4
10075;3;0;0.29
10076;21;0.91;21.23
10077;21;0;0.12
10078;21;0.01;0.64
10079;21;0.01;0.58
10080;15;0.01;0.57
10081;21;0.08;2.88
10082;21;0.12;2.78
10083;21;0.06;2.31
10084;21;0.11;4.27
10085;21;0.08;2.3
10086;21;0.01;0.63
10087;21;0;0.29
10088;21;0;0.23
10089;21;0.01;0.46
10090;3;0;0.12
10091;21;0;0.12
10092;3;0;0.12
10093;15;0.23;3.11
10094;21;0.45;7.41
10095;3;0;0.29
10096;12;0;0.29
10097;29;0;0.17
10098;21;0;0.12
10099;21;0;0.12
10100;3;0;0.12
10101;21;0;0.17
10102;15;0;0.12
10103;3;0;0.17
10104;15;0.06;1.68
10105;15;0.01;0.46
10106;12;0;0.35
10107;3;0.01;0.34
10108;3;0.01;0.4
10109;21;0;0.17
10110;21;0.09;2.19
10111;21;0;0.12
10112;21;0;0.12
10113;12;0;0.12
10114;29;0;0.12
10115;3;0;0.12
10116;21;0.03;1.73
10117;3;0.01;0.64
10118;15;0.09;2.25
10119;12;0.03;1.32
10120;21;0.23;8.01
10121;21;0.01;0.46
10122;9;0;0.35
10123;21;0.01;0.35
10124;15;0.53;7.26
10125;21;0.01;0.46
10126;21;0.01;0.4
10127;21;0;0.17
10128;3;0;0.23
10129;21;0;0.34
10130;21;0;0.23
10131;21;0;0.17
10132;21;0;0.12
10133;21;0;0.12
10134;21;0;0.12
10135;29;0;0.17
10136;21;0;0.12
10137;21;0;0.12
10138;12;0;0.12
10139;21;0.02;0.87
10140;21;0.03;1.38
10141;21;0.01;0.86
10142;3;0.03;1.09
10143;21;0.01;0.57
10144;21;0.01;0.69
10145;12;0.01;0.58
10146;21;0;0.12
10147;3;0;0.12
10148;21;0;0.12
10149;21;0;0.23
10150;21;0;0.12
10151;21;0.06;2.24
10152;12;0.05;1.21
10153;15;0.03;0.92
10154;21;0.12;4.15
10155;21;0;0.29
10156;21;0.01;0.58
10157;15;0;0.23
10158;21;0.01;0.4
10159;21;0;0.17
10160;21;0;0.17
10161;21;0;0.28
10162;12;0;0.29
10163;9;0.01;0.51
10164;21;0;0.12
10165;3;0;0.12
10166;21;0;0.12
10167;15;5.83;44.49
10168;21;0.01;0.58
10169;21;0.01;0.69
